Offene Stellen,Wirtschaftsabteilung,Quartal,job_vacancies
Job vacancies - total,86-88 Health and social work activities,2012Q3,6372.0
Job vacancies - total,86-88 Health and social work activities,2012Q4,6031.0
Job vacancies - total,86-88 Health and social work activities,2013Q1,6667.0
Job vacancies - total,86-88 Health and social work activities,2013Q2,6034.0
Job vacancies - total,86-88 Health and social work activities,2013Q3,6333.0
Job vacancies - total,86-88 Health and social work activities,2013Q4,6117.0
Job vacancies - total,86-88 Health and social work activities,2014Q1,6413.0
Job vacancies - total,86-88 Health and social work activities,2014Q2,6620.0
Job vacancies - total,86-88 Health and social work activities,2014Q3,5873.0
Job vacancies - total,86-88 Health and social work activities,2014Q4,6442.0
Job vacancies - total,86-88 Health and social work activities,2015Q1,7027.0
Job vacancies - total,86-88 Health and social work activities,2015Q2,6433.0
Job vacancies - total,86-88 Health and social work activities,2015Q3,6691.0
Job vacancies - total,86-88 Health and social work activities,2015Q4,6033.0
Job vacancies - total,86-88 Health and social work activities,2016Q1,7066.0
Job vacancies - total,86-88 Health and social work activities,2016Q2,7391.0
Job vacancies - total,86-88 Health and social work activities,2016Q3,7055.0
Job vacancies - total,86-88 Health and social work activities,2016Q4,7279.0
Job vacancies - total,86-88 Health and social work activities,2017Q1,7438.0
Job vacancies - total,86-88 Health and social work activities,2017Q2,6794.0
Job vacancies - total,86-88 Health and social work activities,2017Q3,6795.0
Job vacancies - total,86-88 Health and social work activities,2017Q4,6923.0
Job vacancies - total,86-88 Health and social work activities,2018Q1,8294.0
Job vacancies - total,86-88 Health and social work activities,2018Q2,8260.0
Job vacancies - total,86-88 Health and social work activities,2018Q3,7896.0
Job vacancies - total,86-88 Health and social work activities,2018Q4,8943.0
Job vacancies - total,86-88 Health and social work activities,2019Q1,10360.0
Job vacancies - total,86-88 Health and social work activities,2019Q2,11332.0
Job vacancies - total,86-88 Health and social work activities,2019Q3,10272.0
Job vacancies - total,86-88 Health and social work activities,2019Q4,11849.0
Job vacancies - total,86-88 Health and social work activities,2020Q1,11249.0
Job vacancies - total,86-88 Health and social work activities,2020Q2,9137.0
Job vacancies - total,86-88 Health and social work activities,2020Q3,10728.0
Job vacancies - total,86-88 Health and social work activities,2020Q4,11203.0
Job vacancies - total,86-88 Health and social work activities,2021Q1,10253.0
Job vacancies - total,86-88 Health and social work activities,2021Q2,11458.0
Job vacancies - total,86-88 Health and social work activities,2021Q3,13145.0
Job vacancies - total,86-88 Health and social work activities,2021Q4,15879.0
Job vacancies - total,86-88 Health and social work activities,2022Q1,17732.0
Job vacancies - total,86-88 Health and social work activities,2022Q2,18759.0
Job vacancies - total,86-88 Health and social work activities,2022Q3,17452.0
Job vacancies - total,86-88 Health and social work activities,2022Q4,17706.0
Job vacancies - total,86-88 Health and social work activities,2023Q1,20307.0
Job vacancies - total,86-88 Health and social work activities,2023Q2,20882.0
Job vacancies - total,86-88 Health and social work activities,2023Q3,17501.0
Job vacancies - total,86-88 Health and social work activities,2023Q4,19177.0
Job vacancies - total,86-88 Health and social work activities,2024Q1,19891.0
Job vacancies - total,86-88 Health and social work activities,2024Q2,19143.0
Job vacancies - total,86-88 Health and social work activities,2024Q3,17212.0
Job vacancies - total,86-88 Health and social work activities,2024Q4,14569.0
Job vacancies - total,86-88 Health and social work activities,2025Q1,15777.0
Job vacancies - total,86-88 Health and social work activities,2025Q2,18639.0
Job vacancies - total,86-88 Health and social work activities,2025Q3,14785.0
Job vacancies - total,86-88 Health and social work activities,2025Q4,14561.0
Job vacancies - total,90-96 Arts and amusement,1992Q2,
Job vacancies - total,90-96 Arts and amusement,1992Q3,
Job vacancies - total,90-96 Arts and amusement,1992Q4,
Job vacancies - total,90-96 Arts and amusement,1993Q1,
Job vacancies - total,90-96 Arts and amusement,1993Q2,
Job vacancies - total,90-96 Arts and amusement,1993Q3,
Job vacancies - total,90-96 Arts and amusement,1993Q4,
Job vacancies - total,90-96 Arts and amusement,1994Q1,
Job vacancies - total,90-96 Arts and amusement,1994Q2,
Job vacancies - total,90-96 Arts and amusement,1994Q3,
Job vacancies - total,90-96 Arts and amusement,1994Q4,
Job vacancies - total,90-96 Arts and amusement,1995Q1,
Job vacancies - total,90-96 Arts and amusement,1995Q2,
Job vacancies - total,90-96 Arts and amusement,1995Q3,
Job vacancies - total,90-96 Arts and amusement,1995Q4,
Job vacancies - total,90-96 Arts and amusement,1996Q1,
Job vacancies - total,90-96 Arts and amusement,1996Q2,
Job vacancies - total,90-96 Arts and amusement,1996Q3,
Job vacancies - total,90-96 Arts and amusement,1996Q4,
Job vacancies - total,90-96 Arts and amusement,1997Q1,
Job vacancies - total,90-96 Arts and amusement,1997Q2,
Job vacancies - total,90-96 Arts and amusement,1997Q3,
Job vacancies - total,90-96 Arts and amusement,1997Q4,
Job vacancies - total,90-96 Arts and amusement,1998Q1,
Job vacancies - total,90-96 Arts and amusement,1998Q2,
Job vacancies - total,90-96 Arts and amusement,1998Q3,
Job vacancies - total,90-96 Arts and amusement,1998Q4,
Job vacancies - total,90-96 Arts and amusement,1999Q1,
Job vacancies - total,90-96 Arts and amusement,1999Q2,
Job vacancies - total,90-96 Arts and amusement,1999Q3,
Job vacancies - total,90-96 Arts and amusement,1999Q4,
Job vacancies - total,90-96 Arts and amusement,2000Q1,
Job vacancies - total,90-96 Arts and amusement,2000Q2,
Job vacancies - total,90-96 Arts and amusement,2000Q3,
Job vacancies - total,90-96 Arts and amusement,2000Q4,
Job vacancies - total,90-96 Arts and amusement,2001Q1,
Job vacancies - total,90-96 Arts and amusement,2001Q2,
Job vacancies - total,90-96 Arts and amusement,2001Q3,
Job vacancies - total,90-96 Arts and amusement,2001Q4,
Job vacancies - total,90-96 Arts and amusement,2002Q1,
Job vacancies - total,90-96 Arts and amusement,2002Q2,
Job vacancies - total,90-96 Arts and amusement,2002Q3,
Job vacancies - total,90-96 Arts and amusement,2002Q4,
Job vacancies - total,90-96 Arts and amusement,2003Q1,
Job vacancies - total,90-96 Arts and amusement,2003Q2,1250.0
Job vacancies - total,90-96 Arts and amusement,2003Q3,938.0
Job vacancies - total,90-96 Arts and amusement,2003Q4,1138.0
Job vacancies - total,90-96 Arts and amusement,2004Q1,1303.0
Job vacancies - total,90-96 Arts and amusement,2004Q2,1203.0
Job vacancies - total,90-96 Arts and amusement,2004Q3,1007.0
Job vacancies - total,90-96 Arts and amusement,2004Q4,1188.0
Job vacancies - total,90-96 Arts and amusement,2005Q1,1130.0
Job vacancies - total,90-96 Arts and amusement,2005Q2,1042.0
Job vacancies - total,90-96 Arts and amusement,2005Q3,1257.0
Job vacancies - total,90-96 Arts and amusement,2005Q4,1520.0
Job vacancies - total,90-96 Arts and amusement,2006Q1,1224.0
Job vacancies - total,90-96 Arts and amusement,2006Q2,1137.0
Job vacancies - total,90-96 Arts and amusement,2006Q3,1237.0
Job vacancies - total,90-96 Arts and amusement,2006Q4,1732.0
Job vacancies - total,90-96 Arts and amusement,2007Q1,2084.0
Job vacancies - total,90-96 Arts and amusement,2007Q2,1930.0
Job vacancies - total,90-96 Arts and amusement,2007Q3,2543.0
Job vacancies - total,90-96 Arts and amusement,2007Q4,1713.0
Job vacancies - total,90-96 Arts and amusement,2008Q1,2085.0
Job vacancies - total,90-96 Arts and amusement,2008Q2,1509.0
Job vacancies - total,90-96 Arts and amusement,2008Q3,1640.0
Job vacancies - total,90-96 Arts and amusement,2008Q4,1602.0
Job vacancies - total,90-96 Arts and amusement,2009Q1,1758.0
Job vacancies - total,90-96 Arts and amusement,2009Q2,1938.0
Job vacancies - total,90-96 Arts and amusement,2009Q3,1266.0
Job vacancies - total,90-96 Arts and amusement,2009Q4,1913.0
Job vacancies - total,90-96 Arts and amusement,2010Q1,1433.0
Job vacancies - total,90-96 Arts and amusement,2010Q2,1601.0
Job vacancies - total,90-96 Arts and amusement,2010Q3,1559.0
Job vacancies - total,90-96 Arts and amusement,2010Q4,1274.0
Job vacancies - total,90-96 Arts and amusement,2011Q1,1460.0
Job vacancies - total,90-96 Arts and amusement,2011Q2,1745.0
Job vacancies - total,90-96 Arts and amusement,2011Q3,1674.0
Job vacancies - total,90-96 Arts and amusement,2011Q4,1471.0
Job vacancies - total,90-96 Arts and amusement,2012Q1,1554.0
Job vacancies - total,90-96 Arts and amusement,2012Q2,1350.0
Job vacancies - total,90-96 Arts and amusement,2012Q3,951.0
Job vacancies - total,90-96 Arts and amusement,2012Q4,1259.0
Job vacancies - total,90-96 Arts and amusement,2013Q1,1421.0
Job vacancies - total,90-96 Arts and amusement,2013Q2,1777.0
Job vacancies - total,90-96 Arts and amusement,2013Q3,1851.0
Job vacancies - total,90-96 Arts and amusement,2013Q4,1467.0
Job vacancies - total,90-96 Arts and amusement,2014Q1,1754.0
Job vacancies - total,90-96 Arts and amusement,2014Q2,1711.0
Job vacancies - total,90-96 Arts and amusement,2014Q3,1689.0
Job vacancies - total,90-96 Arts and amusement,2014Q4,1733.0
Job vacancies - total,90-96 Arts and amusement,2015Q1,2199.0
Job vacancies - total,90-96 Arts and amusement,2015Q2,1471.0
Job vacancies - total,90-96 Arts and amusement,2015Q3,1225.0
Job vacancies - total,90-96 Arts and amusement,2015Q4,2244.0
Job vacancies - total,90-96 Arts and amusement,2016Q1,1418.0
Job vacancies - total,90-96 Arts and amusement,2016Q2,1512.0
Job vacancies - total,90-96 Arts and amusement,2016Q3,2102.0
Job vacancies - total,90-96 Arts and amusement,2016Q4,2075.0
Job vacancies - total,90-96 Arts and amusement,2017Q1,1760.0
Job vacancies - total,90-96 Arts and amusement,2017Q2,2978.0
Job vacancies - total,90-96 Arts and amusement,2017Q3,2215.0
Job vacancies - total,90-96 Arts and amusement,2017Q4,2765.0
Job vacancies - total,90-96 Arts and amusement,2018Q1,3130.0
Job vacancies - total,90-96 Arts and amusement,2018Q2,2347.0
Job vacancies - total,90-96 Arts and amusement,2018Q3,2281.0
Job vacancies - total,90-96 Arts and amusement,2018Q4,3061.0
Job vacancies - total,90-96 Arts and amusement,2019Q1,3035.0
Job vacancies - total,90-96 Arts and amusement,2019Q2,2671.0
Job vacancies - total,90-96 Arts and amusement,2019Q3,2961.0
Job vacancies - total,90-96 Arts and amusement,2019Q4,2438.0
Job vacancies - total,90-96 Arts and amusement,2020Q1,2823.0
Job vacancies - total,90-96 Arts and amusement,2020Q2,2314.0
Job vacancies - total,90-96 Arts and amusement,2020Q3,2507.0
Job vacancies - total,90-96 Arts and amusement,2020Q4,1883.0
Job vacancies - total,90-96 Arts and amusement,2021Q1,2732.0
Job vacancies - total,90-96 Arts and amusement,2021Q2,2675.0
Job vacancies - total,90-96 Arts and amusement,2021Q3,4051.0
Job vacancies - total,90-96 Arts and amusement,2021Q4,3905.0
Job vacancies - total,90-96 Arts and amusement,2022Q1,4034.0
Job vacancies - total,90-96 Arts and amusement,2022Q2,4927.0
Job vacancies - total,90-96 Arts and amusement,2022Q3,3761.0
Job vacancies - total,90-96 Arts and amusement,2022Q4,3999.0
Job vacancies - total,90-96 Arts and amusement,2023Q1,3843.0
Job vacancies - total,90-96 Arts and amusement,2023Q2,3617.0
Job vacancies - total,90-96 Arts and amusement,2023Q3,3964.0
Job vacancies - total,90-96 Arts and amusement,2023Q4,4255.0
Job vacancies - total,90-96 Arts and amusement,2024Q1,4500.0
Job vacancies - total,90-96 Arts and amusement,2024Q2,3495.0
Job vacancies - total,90-96 Arts and amusement,2024Q3,3265.0
Job vacancies - total,90-96 Arts and amusement,2024Q4,3488.0
Job vacancies - total,90-96 Arts and amusement,2025Q1,4127.0
Job vacancies - total,90-96 Arts and amusement,2025Q2,3893.0
